"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"55",55,"the return of frank james",1940,"approved",92,"crime, history, western",6.7,NA,"frank james continues to avoid arrest in order to take revenge on the ford brothers for their murder of his brother jesse.","fritz lang","henry fonda, gene tierney, jackie cooper, henry hull",2279,NA
"56",56,"knute rockne all american",1940,"approved",98,"biography, drama, sport",6.8,NA,"the story of legendary notre dame football player and coach knute rockne.","lloyd bacon, william k. howard","pat o'brien, gale page, ronald reagan, donald crisp",1459,NA
"57",57,"the fighting 69th",1940,"passed",90,"action, adventure, biography",6.8,NA,"although loudmouthed braggart jerry plunkett alienates his comrades and officers, father duffy, the regimental chaplain, has faith that he'll prove himself in the end.","william keighley","james cagney, pat o'brien, george brent, jeffrey lynn",1465,NA
"58",58,"the ape",1940,"approved",62,"horror",4.5,NA,"dr. bernard adrian is a kindly mad scientist who seeks to cure a young woman's polio. he needs spinal fluid from a human to complete the formula for his experimental serum. meanwhile, a ...                see full summary »","william nigh","boris karloff, maris wrixon, gene o'donnell, dorothy vaughan",1305,NA
"59",59,"santa fe trail",1940,"not rated",110,"adventure, biography, drama",6.3,NA,"in 1854, jeb stuart, george custer and other graduates from west point are posted to kansas to help pacify the territory before railroad construction to santa fe can resume.","michael curtiz","errol flynn, olivia de havilland, raymond massey, ronald reagan",2544,NA
"60",60,"a chump at oxford",1940,"approved",62,"comedy",7.4,NA,"as a reward for capturing a bank robber, stan and ollie get scholarship to oxford, but are met with resentment by other students.","alfred j. goulding","stan laurel, oliver hardy, forrester harvey, wilfred lucas",2789,NA
"61",61,"arizona",1940,"approved",125,"western",6.9,NA,"during the 1860s tucson, a pioneer woman struggles to succeed in the freight and cattle business while at risk at the hands of corrupt and violent local businessmen and rampaging indians.","wesley ruggles","jean arthur, william holden, warren william, porter hall",869,NA
"62",62,"little nellie kelly",1940,"passed",98,"comedy, family, musical",6.5,NA,"irish colleen nellie is in love with handsome jerry kelly, even though her father objects. nellie and jerry soon marry and announce plans to move to new york, which again angers nellie's ...                see full summary »","norman taurog","judy garland, george murphy, charles winninger, douglas mcphail",389,NA
"63",63,"north west mounted police",1940,"passed",126,"action, adventure, drama",6.7,NA,"in 1885, a texas ranger travels to canada to arrest a trapper who's wanted for murder and who's stirring up the natives in a rebellion against the canadian government.","cecil b. demille","gary cooper, madeleine carroll, paulette goddard, preston foster",1183,NA
"64",64,"strike up the band",1940,"passed",120,"comedy, musical, romance",7.1,NA,"jimmy connors and his girl-friend want to take part in paul whiteman's highschool's band contest, but they cannot afford the fare. but per chance the meet paul whiteman in person and are ...                see full summary »","busby berkeley","mickey rooney, judy garland, paul whiteman and orchestra, june preisser",1075,NA
"65",65,"too many girls",1940,"approved",85,"comedy, musical, sport",6.2,NA,"mr casey's daughter, connie, wants to go to pottawatomie college and without her knowledge he sends four football players as her bodyguards. the college is in financial trouble and her ...                see full summary »","george abbott","lucille ball, richard carlson, ann miller, eddie bracken",600,NA
"66",66,"saps at sea",1940,"approved",57,"comedy",7.2,NA,"oliver suffers a nervous breakdown as a result of working in a horn factory, but when he follows doctor's orders about sea air, he finds an ex-con is aboard.","gordon douglas","stan laurel, oliver hardy, james finlayson, ben turpin",1930,NA
"67",67,"blondie on a budget",1940,"approved",72,"comedy",6.9,NA,"dagwood wants to join the trout club and blondie wants a fur coat. jealousy reigns when dag's old girlfriend joan shows up, but nothing else matters when a drawing at the movie theatre provides money for the coat.","frank r. strayer","penny singleton, arthur lake, larry simms, daisy",256,NA
"68",68,"charlie chan at the wax museum",1940,"approved",63,"comedy, crime, mystery",7.6,NA,"an escaped convicted murderer hides out at a new york wax museum where he hopes to get plastic surgery, which will help him revenge himself on charlie chan.","lynn shores","sidney toler, victor sen yung, c. henry gordon, marc lawrence",1207,NA
"69",69,"road to singapore",1940,"approved",85,"comedy, musical, romance",7.1,NA,"bing crosby and bob hope star in the first of the 'road to' movies as two playboys trying to forget previous romances in singapore - until they meet dorothy lamour.","victor schertzinger","bing crosby, bob hope, dorothy lamour, charles coburn",3094,NA
"70",70,"johnny apollo",1940,"approved",94,"crime, drama, film-noir",7,NA,"the son of a jailed wall street broker turns to crime to pay for his father's release.","henry hathaway","tyrone power, dorothy lamour, edward arnold, lloyd nolan",846,NA
"71",71,"abe lincoln in illinois",1940,"approved",110,"biography, drama, history",7.4,NA,"humble abraham lincoln gains the respect of his illinois neighbors, growing in stature and respect until he is elected president in 1860 and departs for washington.","john cromwell","raymond massey, gene lockhart, ruth gordon, mary howard",1397,NA
"72",72,"strange cargo",1940,"passed",113,"adventure, drama, romance",6.9,NA,"convicts escaping from devil's island come under the influence of a strange christ-like figure.","frank borzage","clark gable, joan crawford, ian hunter, peter lorre",1697,NA
"73",73,"i love you again",1940,"passed",99,"comedy, romance",7.5,NA,"boring businessman larry wilson recovers from amnesia and discovers he's really a con man...and loves his soon-to-be-ex wife.","w.s. van dyke","william powell, myrna loy, frank mchugh, edmund lowe",2356,NA
"74",74,"seven sinners",1940,"approved",87,"comedy, drama, romance",6.9,NA,"bijou, a saloon singer with a reputation for inciting brouhahas, is one of several deportees from a south pacific island to arrive at another u.s. protectorate, boni komba. she becomes very...                see full summary »","tay garnett","marlene dietrich, john wayne, albert dekker, broderick crawford",932,NA
"75",75,"susan and god",1940,"approved",117,"drama, comedy",5.7,NA,"susan trexel is a wealthy socialite, who while vacationing in europe undergoes a religious transformation. on her return to america, susan takes on the task of spreading her new found ...                see full summary »","george cukor","joan crawford, fredric march, ruth hussey, john carroll",857,NA
"76",76,"too many husbands",1940,"approved",81,"comedy, romance",6.5,NA,"long-missing bill cardew returns to find his wife vicky remarried...and in no hurry to settle for just one husband.","wesley ruggles","jean arthur, fred macmurray, melvyn douglas, harry davenport",1008,NA
"77",77,"the blue bird",1940,"approved",88,"drama, family, fantasy",6.5,NA,"mytyl and her brother tyltyl, a woodchopper's children, are led by the fairy berylune on a magical trip through the past, present, and future to locate the blue bird of happiness.","walter lang","shirley temple, spring byington, nigel bruce, gale sondergaard",1186,NA
"78",78,"you'll find out",1940,"approved",97,"comedy, horror, musical",6.2,NA,"the manager of kay kyser's band books them for a birthday party bash for an heiress at a spooky mansion, where sinister forces try to kill her.","david butler","kay kyser, peter lorre, boris karloff, bela lugosi",774,NA
"79",79,"city for conquest",1940,"approved",104,"drama, music, sport",7.3,NA,"danny is a content truck driver, but his girl peggy shows potential as a dancer and hopes he too can show ambition. danny acquiesces and pursues boxing to please her, but the two begin to spend more time working than time together.","anatole litvak, jean negulesco","james cagney, ann sheridan, frank craven, donald crisp",1735,NA
"80",80,"21 days together",1940,NA,72,"drama",6.2,NA,"after larry darrent accidentally kills his lover's blackmailing husband, someone else is arrested for the crime. when he is found guilty, larry and wanda have just three weeks together ...                see full summary »","basil dean","vivien leigh, leslie banks, laurence olivier, francis l. sullivan",649,NA
"81",81,"the green hornet",1940,"approved",258,"adventure, crime, drama",7.1,NA,"a newspaper publisher and his korean servant fight crime as vigilantes who pose as a notorious masked gangster and his aide.","ford beebe, ray taylor","gordon jones, wade boteler, keye luke, anne nagel",383,NA
"82",82,"second chorus",1940,"passed",84,"comedy, romance, musical",5.9,NA,"when perennial college students danny o'neill and hank taylor are forced to make it on their own, the competitive pair get jobs with artie shaw's band and reunite with ex-manager ellen miller.","h.c. potter","fred astaire, paulette goddard, artie shaw, charles butterworth",1063,NA
"83",83,"young tom edison",1940,"approved",86,"biography, drama",7,NA,"inventor thomas edison's boyhood is chronicled and shows him as a lad whose early inventions and scientific experiments usually end up causing disastrous results. as a result, the towns ...                see full summary »","norman taurog","mickey rooney, fay bainter, george bancroft, virginia weidler",860,NA
"84",84,"brother orchid",1940,"approved",88,"comedy, crime, drama",7.1,NA,"when retired racket boss john sarto tries to reclaim his place and former friends try to kill him, he finds solace in a monastery and reinvents himself as a pious monk.","lloyd bacon","edward g. robinson, humphrey bogart, ann sothern, donald crisp",1906,NA
"85",85,"broadway melody of 1940",1940,"passed",102,"musical",7.4,NA,"johnny brett and king shaw are an unsuccessful dance team in new york. a producer discovers brett as the new partner for clare bennett, but brett, who thinks he is one of the people they lent money to gives him the name of his partner.","norman taurog","fred astaire, eleanor powell, george murphy, frank morgan",1688,NA
"86",86,"the proud valley",1940,"not rated",76,"drama, music",6.7,NA,"in a welsh coal mining valley, a young man with a beautiful singing voice is called upon to make the ultimate sacrifice when a pit disaster threatens.","pen tennyson","paul robeson, edward chapman, simon lack, rachel thomas",285,NA
"87",87,"the man i married",1940,NA,77,"drama",7.1,NA,"anti-nazi tract laced with 1938 newsreel footage finds american girl (bennett) married to a german (lederer) gradually learning he is a nazi, trying to get their son to america.","irving pichel","joan bennett, francis lederer, lloyd nolan, anna sten",187,NA
"88",88,"green hell",1940,"passed",87,"adventure, romance",6,NA,"a group of adventurers head deep into a south american jungle in search of ancient incan treasure. a beautiful woman, brought to their camp by hired bearers, has come to join her husband, a...                see full summary »","james whale","douglas fairbanks jr., joan bennett, john howard, george sanders",228,NA
"89",89,"edison, the man",1940,"passed",107,"biography, drama",7.1,NA,"82 year old inventor and entrepreneur thomas alva edison is honored in 1929 and he reflects back on his sixty year career of scientific achievement.","clarence brown","spencer tracy, rita johnson, lynne overman, charles coburn",1273,NA
"90",90,"die rothschilds",1940,NA,97,"biography, drama",7.3,NA,"anti-semitic nazi propaganda ""biography"" of the rothschilds, a german jewish family whose members rose to the top of the european banking community during the napoleonic era.","erich waschneck","erich ponto, carl kuhlmann, albert lippert, ludwig linkmann",582,NA
"91",91,"swiss family robinson",1940,NA,93,"adventure",6.9,NA,"a family setting out for a new life across the sea is shipwrecked on a deserted island. the family members collaborate to create a home for themselves in the jungle environment.","edward ludwig","thomas mitchell, edna best, freddie bartholomew, terry kilburn",185,NA
"92",92,"the doctor takes a wife",1940,"approved",88,"comedy, romance",7,NA,"a best-selling author of women's issues and a medical academic find it is to their mutual advantage to falsely claim that they are married.","alexander hall","loretta young, ray milland, reginald gardiner, gail patrick",591,NA
"93",93,"you're missing the point",1940,NA,112,"comedy",8.4,NA,"the boyfriend (cantinflas) of the servant of a rich industrial man, gets into the house in order to kill a mad dog. suddenly this man appears so the servant tells him that cantinflas is his...                see full summary »","juan bustillo oro","cantinflas, joaquín pardavé, sara garcía, sofía álvarez",798,NA
"94",94,"charlie chan's murder cruise",1940,"passed",76,"comedy, crime, mystery",7.7,NA,"charlie tries to discover the identity of a strangler who strikes multiple times on a cruise ship bound from honolulu to california.","eugene forde","sidney toler, marjorie weaver, lionel atwill, victor sen yung",972,NA
"95",95,"star dust",1940,"approved",90,"drama, comedy",6.7,NA,"carolyn sayres gets a hollywood contract from talent scout brooke but is later rejected because she's too young. she falls in love with bud borden, another contractee who helps her to ...                see full summary »","walter lang","linda darnell, john payne, roland young, charlotte greenwood",188,NA
"96",96,"doomed to die",1940,"approved",68,"crime, drama, film-noir",5.7,NA,"mr. wong and a girl reporter investigate a shipping magnate's murder.","william nigh","boris karloff, marjorie reynolds, grant withers, william stelling",777,NA
"97",97,"down argentine way",1940,"approved",89,"comedy, drama, musical",6.6,NA,"an american girl on vacation in argentina falls for a wealthy racehorse owner.","irving cummings","don ameche, betty grable, carmen miranda, charlotte greenwood",762,NA
"98",98,"little old new york",1940,"approved",100,"biography, comedy, drama",6.7,NA,"steamboat inventor robert fulton shows up in new york in 1807. tavern keeper believes in him, but her boyfriend doesn't. all seems lost when sailors afraid of losing their jobs burn his boat.","henry king","alice faye, fred macmurray, richard greene, brenda joyce",133,NA
"99",99,"lady with red hair",1940,"approved",78,"biography, drama",6.3,NA,"a messy divorce leaves mrs. leslie carter shunned by chicago society for being an adulteress and forbidden from having custody of her son. she's determined to return to her hometown in a ...                see full summary »","curtis bernhardt","miriam hopkins, claude rains, richard ainley, laura hope crews",225,NA
"100",100,"prosím, pane profesore!",1940,NA,NA,NA,NA,NA,"add a plot","zdenek gina hasler",NA,NA,NA
